,date,problem,citationIssued,personSearch,vehicleSearch,preRace,race,gender,lat,long,policePrecinct,neighborhood
57632,2017-12-02 19:27:27,traffic,NO,NO,NO,Unknown,Black,Female,45.00594,-93.25246,2,Logan Park
57633,2017-12-02 19:35:32,traffic,YES,NO,NO,Unknown,White,Male,45.00229,-93.24734,2,Logan Park
57634,2017-12-02 20:07:44,suspicious,NO,NO,NO,Black,Unknown,Male,45.00636301,-93.26614803,2,Bottineau
57636,2017-12-02 20:17:30,suspicious,NO,NO,NO,Unknown,Native American,Male,44.95643072,-93.26005181,3,Midtown Phillips
57637,2017-12-02 20:19:54,suspicious,NO,NO,NO,Unknown,Unknown,Unknown,44.96179589,-93.27274189,5,Whittier
57638,2017-12-02 20:20:52,suspicious,YES,YES,YES,Unknown,Black,Female,45.00024,-93.29105,4,Hawthorne
57639,2017-12-02 20:28:20,traffic,NO,NO,NO,Unknown,White,Male,45.00593,-93.24737,2,Logan Park
57640,2017-12-02 20:31:23,traffic,NO,YES,YES,Unknown,Black,Male,45.02398,-93.29437,4,Folwell
57641,2017-12-02 20:34:31,traffic,YES,NO,NO,Unknown,White,Male,45.00229,-93.24734,2,Logan Park
57643,2017-12-02 20:55:54,traffic,NO,NO,NO,Unknown,Black,Male,44.99915,-93.29258,4,Near - North
57644,2017-12-02 21:00:22,suspicious,NO,NO,NO,Unknown,Unknown,Unknown,45.02667766,-93.29187846,4,Webber - Camden
57645,2017-12-02 21:02:34,suspicious,NO,NO,NO,Unknown,Unknown,Unknown,44.99937264,-93.30569036,4,Willard - Hay
57646,2017-12-02 21:03:22,traffic,NO,NO,NO,Unknown,Black,Male,44.94835544,-93.28365334,5,Lyndale
57647,2017-12-02 21:08:39,traffic,NO,NO,NO,Unknown,Black,Male,44.99869,-93.24731,2,Northeast Park
57648,2017-12-02 21:09:20,traffic,NO,YES,YES,Black,Black,Male,45.01856,-93.29559,4,Folwell
57649,2017-12-02 21:10:17,suspicious,NO,NO,NO,Unknown,Unknown,Unknown,44.95284261,-93.27965923,5,Whittier
57650,2017-12-02 21:24:36,traffic,NO,NO,NO,Unknown,Black,Female,45.03253248,-93.24723071,2,Waite Park
57651,2017-12-02 21:38:51,traffic,NO,NO,NO,Unknown,Black,Male,44.95733,-93.28803,5,Whittier
57652,2017-12-02 21:59:38,traffic,YES,NO,NO,Unknown,Black,Female,44.99914,-93.28799,4,Hawthorne
57653,2017-12-02 22:23:54,suspicious,NO,YES,YES,Unknown,Black,Male,45.00598,-93.30062,4,Jordan
57654,2017-12-02 22:24:46,suspicious,NO,NO,NO,Unknown,Unknown,Unknown,44.96761202,-93.26765766,1,Elliot Park
57655,2017-12-02 22:26:01,suspicious,NO,NO,NO,Unknown,Black,Male,45.006,-93.30441,4,Jordan
57656,2017-12-02 22:28:15,traffic,NO,NO,NO,Unknown,East African,Female,45.0009,-93.26614,2,Sheridan
57657,2017-12-02 22:36:44,suspicious,NO,NO,NO,Black,Black,Male,44.97217803,-93.22146297,2,Prospect Park - East River Road
57658,2017-12-02 22:54:47,traffic,NO,NO,NO,Unknown,Black,Male,44.94836098,-93.2912807,5,CARAG
57659,2017-12-02 22:57:50,suspicious,NO,NO,NO,White,White,Male,45.00688447,-93.23717039,2,Windom Park
57660,2017-12-02 23:02:24,traffic,NO,NO,NO,Unknown,White,Male,44.97918668,-93.27310907,1,Downtown West
57661,2017-12-02 23:04:21,suspicious,NO,NO,NO,Unknown,Unknown,Female,45.01674,-93.29559,4,Folwell
57662,2017-12-02 23:14:05,suspicious,NO,YES,YES,Unknown,East African,Male,44.964,-93.22985,3,Seward
57663,2017-12-02 23:15:28,traffic,NO,NO,NO,Unknown,White,Male,44.97343,-93.22137,2,Prospect Park - East River Road
57664,2017-12-02 23:27:55,suspicious,NO,NO,NO,Unknown,Unknown,Unknown,44.96398724,-93.23124176,3,Seward
57665,2017-12-02 23:30:21,suspicious,NO,NO,NO,Unknown,Unknown,Unknown,44.92684,-93.28311,5,King Field
57667,2017-12-02 23:43:50,traffic,NO,NO,NO,White,White,Male,44.94044075,-93.27791575,5,Lyndale
57668,2017-12-03 00:07:28,traffic,YES,NO,NO,Unknown,Black,Male,45.01317,-93.26035,2,Holland
57671,2017-12-03 00:21:38,suspicious,NO,NO,NO,Unknown,Unknown,Unknown,44.98797,-93.21511,2,Como
57672,2017-12-03 00:21:52,traffic,NO,NO,NO,Unknown,White,Male,45.00988,-93.24737,2,Holland
57673,2017-12-03 00:24:08,suspicious,NO,NO,NO,Unknown,Unknown,Unknown,44.92602852,-93.24605643,3,Ericsson
57674,2017-12-03 00:25:11,traffic,NO,NO,NO,Unknown,Black,Male,44.99147,-93.23204,2,Como
57675,2017-12-03 00:36:46,suspicious,NO,NO,NO,White,White,Male,45.00086177,-93.28952093,4,Hawthorne
57677,2017-12-03 00:44:46,traffic,NO,NO,NO,Unknown,Black,Male,44.96269,-93.27781,5,Steven's Square - Loring Heights
57680,2017-12-03 00:55:17,traffic,NO,NO,NO,Unknown,Black,Male,44.95230086,-93.27408693,5,Whittier
57681,2017-12-03 00:56:32,traffic,NO,NO,NO,Unknown,Black,Female,44.9492583,-93.29763862,5,Lowry Hill East
57682,2017-12-03 01:07:41,suspicious,YES,YES,NO,Unknown,Black,Male,44.9868,-93.25483,2,Marcy Holmes
57684,2017-12-03 01:42:04,suspicious,YES,NO,NO,Unknown,Native American,Female,44.96775732,-93.23921051,1,Cedar Riverside
57685,2017-12-03 01:50:45,suspicious,NO,NO,NO,White,White,Male,44.9152125,-93.23220205,3,Keewaydin
57686,2017-12-03 02:05:43,suspicious,NO,NO,NO,Unknown,Unknown,Unknown,44.93773201,-93.24544582,3,Corcoran
57687,2017-12-03 02:11:29,suspicious,NO,NO,NO,Unknown,White,Female,44.97996756,-93.27316614,1,Downtown West
57688,2017-12-03 02:21:22,suspicious,NO,NO,NO,Unknown,Unknown,Unknown,44.91333343,-93.21388883,3,Minnehaha
57691,2017-12-03 02:26:24,suspicious,NO,YES,YES,Unknown,Unknown,Unknown,44.94921679,-93.25376945,3,Midtown Phillips
57692,2017-12-03 02:28:04,suspicious,NO,NO,NO,Unknown,Unknown,Unknown,44.9645796,-93.21637954,2,Prospect Park - East River Road
57693,2017-12-03 02:30:23,suspicious,NO,NO,NO,Unknown,Black,Male,44.95463006,-93.27533129,5,Whittier
57694,2017-12-03 02:35:13,suspicious,NO,YES,NO,Unknown,Black,Male,45.0194712,-93.29685159,4,Folwell
57695,2017-12-03 02:42:35,traffic,NO,NO,NO,Unknown,White,Male,44.98165876,-93.24032152,2,Marcy Holmes
57697,2017-12-03 03:18:31,suspicious,NO,NO,NO,Unknown,White,Female,45.03545,-93.29578,4,Webber - Camden
57698,2017-12-03 03:40:22,suspicious,NO,NO,NO,Unknown,Unknown,Unknown,44.93052,-93.25365,3,Bancroft
57699,2017-12-03 03:57:28,suspicious,YES,YES,YES,Unknown,Black,Male,45.03668,-93.29266,4,Lind - Bohanon
57700,2017-12-03 04:42:25,traffic,NO,NO,NO,Unknown,Black,Male,44.92605887,-93.2181978,3,Hiawatha
57701,2017-12-03 04:47:47,traffic,NO,NO,NO,Unknown,Latino,Male,44.95196,-93.24611,3,East Phillips
57702,2017-12-03 04:57:50,traffic,NO,NO,NO,Unknown,Latino,Male,44.94837,-93.2525,3,East Phillips
57703,2017-12-03 05:12:37,suspicious,NO,NO,NO,Unknown,Unknown,Unknown,44.94834704,-93.27880784,5,Lyndale
57704,2017-12-03 06:46:23,suspicious,NO,NO,NO,Black,Unknown,Male,44.94837,-93.24996,3,Powderhorn Park
57705,2017-12-03 08:16:30,suspicious,NO,NO,NO,Unknown,White,Male,45.01686,-93.31335,4,Cleveland
57706,2017-12-03 09:25:23,suspicious,NO,NO,NO,Unknown,Unknown,Unknown,44.98073142,-93.29551866,4,Sumner - Glenwood
57708,2017-12-03 09:45:57,traffic,NO,NO,NO,White,White,Female,45.00019723,-93.24732018,2,Northeast Park
57709,2017-12-03 09:53:48,suspicious,NO,NO,NO,White,White,Male,45.01683,-93.23329,2,Audubon Park
57710,2017-12-03 10:04:21,traffic,YES,NO,NO,Unknown,Asian,Female,44.99735768,-93.24480587,2,Beltrami
57712,2017-12-03 10:22:59,traffic,YES,NO,NO,White,White,Male,45.00019723,-93.24732018,2,Northeast Park
57713,2017-12-03 10:35:27,suspicious,NO,NO,NO,White,Unknown,Male,44.96332343,-93.2752899,5,Steven's Square - Loring Heights
57714,2017-12-03 10:42:33,traffic,YES,NO,NO,White,White,Female,45.00592785,-93.24674276,2,Northeast Park
57715,2017-12-03 10:48:26,suspicious,NO,NO,NO,White,White,Male,45.02135075,-93.23583108,2,Audubon Park
57720,2017-12-03 11:35:11,traffic,YES,NO,NO,Unknown,White,Female,45.00524729,-93.25564479,2,Logan Park
57723,2017-12-03 12:05:10,suspicious,NO,NO,NO,Unknown,Latino,Male,45.03343,-93.24094,2,Waite Park
57724,2017-12-03 12:43:46,suspicious,NO,NO,NO,Unknown,Unknown,Unknown,44.95463884,-93.28296447,5,Whittier
57725,2017-12-03 14:18:22,suspicious,NO,NO,NO,Unknown,White,Male,44.93863371,-93.24357234,3,Corcoran
57726,2017-12-03 14:35:35,suspicious,NO,NO,NO,Unknown,Unknown,Unknown,44.96401866,-93.2432816,3,Seward
57727,2017-12-03 14:45:34,traffic,NO,NO,NO,Unknown,Black,Male,44.98653505,-93.26056503,2,Nicollet Island - East Bank
57729,2017-12-03 14:53:10,traffic,YES,NO,NO,Unknown,White,Female,44.98653505,-93.26056503,2,Nicollet Island - East Bank
57730,2017-12-03 15:31:34,suspicious,NO,NO,NO,Unknown,Unknown,Unknown,45.00636513,-93.26462979,2,Bottineau
57733,2017-12-03 16:27:20,suspicious,NO,NO,NO,White,White,Female,44.90620726,-93.2698636,3,Page
57735,2017-12-03 16:31:01,suspicious,NO,NO,NO,Black,Unknown,Male,44.99879,-93.31077,4,Willard - Hay
57737,2017-12-03 17:04:29,traffic,NO,NO,NO,Unknown,Other,Male,44.99858571,-93.28798182,4,Hawthorne
57738,2017-12-03 17:04:48,suspicious,NO,NO,NO,Unknown,Native American,Male,44.93955,-93.27533,5,Lyndale
57741,2017-12-03 17:28:24,suspicious,NO,NO,NO,Unknown,Unknown,Unknown,44.89432,-93.25791,3,Diamond Lake
57742,2017-12-03 17:35:41,traffic,NO,YES,NO,Unknown,Black,Male,45.0393189,-93.31489459,4,Victory
57743,2017-12-03 17:41:27,suspicious,NO,NO,NO,Black,Black,Male,44.99686274,-93.29258151,4,Near - North
57744,2017-12-03 18:01:04,suspicious,NO,NO,NO,Unknown,Unknown,Unknown,44.94474,-93.24994,3,Powderhorn Park
57745,2017-12-03 18:16:56,suspicious,NO,NO,NO,Latino,Latino,Male,44.95197687,-93.22634417,3,Longfellow
57747,2017-12-03 18:37:25,traffic,NO,NO,NO,Unknown,East African,Female,44.94291,-93.28815,5,CARAG
57748,2017-12-03 18:44:22,traffic,NO,NO,NO,Unknown,Black,Male,44.93043,-93.28826,5,East Harriet
57749,2017-12-03 18:57:55,suspicious,YES,YES,YES,Unknown,Black,Male,44.94837,-93.2932,5,Lowry Hill East
57750,2017-12-03 19:05:56,traffic,NO,YES,NO,Unknown,Unknown,Female,44.99361099,-93.30570782,4,Willard - Hay
57752,2017-12-03 19:30:20,suspicious,NO,NO,NO,Black,Black,Male,44.96986308,-93.28008046,1,Loring Park
57753,2017-12-03 19:31:16,traffic,NO,NO,NO,Unknown,East African,Male,44.97918668,-93.27310907,1,Downtown West
57754,2017-12-03 19:36:11,traffic,NO,YES,YES,Unknown,Black,Male,45.0031,-93.30514,4,Jordan
57755,2017-12-03 19:51:46,traffic,NO,YES,YES,Unknown,Black,Male,44.99948,-93.30192,4,Jordan
57757,2017-12-03 20:04:27,traffic,NO,NO,NO,Unknown,White,Male,45.00872943,-93.3082186,4,Jordan
57758,2017-12-03 20:25:07,traffic,NO,NO,NO,Unknown,Black,Male,45.02404021,-93.30261485,4,Folwell
57759,2017-12-03 20:27:54,suspicious,NO,YES,NO,White,White,Male,44.96184912,-93.24092246,3,Seward
57760,2017-12-03 20:30:27,suspicious,NO,NO,NO,Unknown,Unknown,Unknown,45.0159151,-93.30318096,4,Folwell
57761,2017-12-03 20:41:49,suspicious,NO,NO,NO,Unknown,Unknown,Unknown,45.03442454,-93.31621583,4,Victory
57763,2017-12-03 20:55:41,traffic,NO,NO,NO,Unknown,Black,Male,45.02756,-93.28935,4,Webber - Camden
57764,2017-12-03 21:07:19,traffic,NO,NO,NO,Unknown,Black,Male,44.94955167,-93.28134598,5,Whittier
57765,2017-12-03 21:33:16,traffic,NO,NO,NO,Unknown,Black,Female,44.96897465,-93.2472583,1,Cedar Riverside
57766,2017-12-03 21:34:10,traffic,YES,NO,NO,Unknown,Black,Male,44.89783207,-93.28879739,5,Windom
57767,2017-12-03 21:59:00,traffic,NO,YES,NO,Unknown,East African,Female,44.91967,-93.27411,3,Field
57768,2017-12-03 22:00:22,traffic,NO,NO,NO,Unknown,White,Male,44.9582344,-93.24987011,3,East Phillips
57769,2017-12-03 22:08:05,traffic,YES,NO,NO,Black,Black,Male,44.94044075,-93.27791575,5,Lyndale
57770,2017-12-03 22:23:17,suspicious,NO,NO,NO,Unknown,Unknown,Unknown,45.03243773,-93.29706575,4,Webber - Camden
57771,2017-12-03 22:25:43,traffic,NO,NO,NO,Unknown,Unknown,Male,45.01317,-93.26155,2,Holland
57772,2017-12-03 22:32:11,suspicious,NO,YES,NO,East African,East African,Male,44.96628,-93.26255,1,Elliot Park
57774,2017-12-03 22:37:28,suspicious,NO,NO,NO,Unknown,White,Male,44.99633,-93.30444,4,Willard - Hay
57775,2017-12-03 22:40:12,suspicious,NO,NO,NO,Unknown,Other,Male,44.95464048,-93.25118066,3,East Phillips
57776,2017-12-03 22:50:52,traffic,YES,NO,NO,White,White,Male,44.93225,-93.28825,5,East Harriet
57777,2017-12-03 22:57:29,suspicious,NO,NO,NO,Unknown,Unknown,Unknown,44.95822612,-93.2600332,3,Midtown Phillips
57781,2017-12-03 23:15:44,traffic,NO,NO,NO,Unknown,Black,Male,44.99523,-93.29105,4,Near - North
57782,2017-12-03 23:17:06,traffic,NO,NO,NO,Unknown,East African,Male,44.94834,-93.27969,5,Whittier
57783,2017-12-03 23:18:09,suspicious,YES,NO,NO,Unknown,Unknown,Unknown,45.03054501,-93.29449351,4,Webber - Camden
57784,2017-12-03 23:20:01,traffic,NO,YES,YES,Unknown,Black,Male,44.95373,-93.27279,5,Whittier
57785,2017-12-03 23:27:14,suspicious,YES,NO,NO,Unknown,Unknown,Unknown,45.02669698,-93.29440937,4,Webber - Camden
57786,2017-12-03 23:32:00,traffic,NO,NO,NO,Unknown,Black,Male,45.01254185,-93.28336728,4,Hawthorne
57787,2017-12-03 23:32:55,suspicious,NO,YES,NO,Unknown,White,Male,44.96001326,-93.26257116,3,Ventura Village
57788,2017-12-03 23:37:29,suspicious,NO,NO,NO,Unknown,Black,Male,44.95822612,-93.2600332,3,Midtown Phillips
57789,2017-12-03 23:42:52,suspicious,YES,NO,NO,Unknown,Unknown,Unknown,45.01491953,-93.28991586,4,McKinley
57790,2017-12-03 23:42:55,traffic,YES,NO,NO,Unknown,Black,Male,44.96395,-93.27658,5,Steven's Square - Loring Heights
57791,2017-12-04 00:10:33,traffic,YES,NO,NO,Black,Black,Male,44.95733174,-93.28866623,5,Lowry Hill East
57792,2017-12-04 00:12:25,suspicious,NO,YES,NO,Black,Black,Male,44.96271,-93.25966,3,Ventura Village
57793,2017-12-04 00:16:09,traffic,NO,NO,NO,Unknown,East African,Male,44.97918668,-93.27310907,1,Downtown West
57794,2017-12-04 00:36:15,traffic,NO,NO,NO,Unknown,Black,Male,44.96269,-93.27781,5,Steven's Square - Loring Heights
57795,2017-12-04 00:45:48,suspicious,YES,NO,NO,Unknown,Unknown,Unknown,45.00243929,-93.29894415,4,Jordan
57796,2017-12-04 00:46:55,suspicious,NO,NO,NO,Unknown,East African,Male,44.96275,-93.24524,3,Seward
57797,2017-12-04 01:10:11,suspicious,NO,NO,NO,Unknown,East African,Female,44.94836,-93.27792,5,Lyndale
57798,2017-12-04 01:11:12,suspicious,NO,NO,NO,Black,Black,Male,44.96271,-93.25819,3,Ventura Village
57799,2017-12-04 01:26:34,suspicious,NO,NO,NO,Unknown,Unknown,Unknown,44.94746021,-93.25122404,3,Powderhorn Park
57800,2017-12-04 01:43:34,traffic,YES,NO,NO,Unknown,Black,Male,44.95922502,-93.24720831,3,East Phillips
57801,2017-12-04 01:44:50,traffic,NO,NO,NO,Unknown,Asian,Female,44.94836,-93.27792,5,Lyndale
57802,2017-12-04 01:48:33,suspicious,NO,NO,NO,Unknown,Unknown,Unknown,44.94315,-93.27792,5,Lyndale
57803,2017-12-04 02:11:19,traffic,YES,YES,YES,Black,Black,Male,44.94135263,-93.27598973,5,Lyndale
57805,2017-12-04 02:31:19,suspicious,NO,NO,NO,White,White,Male,44.97577,-93.27796,1,Downtown West
57806,2017-12-04 03:14:02,suspicious,NO,NO,NO,Black,Unknown,Female,44.9639669,-93.26383258,3,Ventura Village
57807,2017-12-04 03:20:39,suspicious,YES,YES,NO,Unknown,White,Male,44.94835,-93.27411,3,Central
57808,2017-12-04 03:23:45,traffic,YES,NO,NO,Unknown,Latino,Male,44.95554,-93.25117,3,East Phillips
57810,2017-12-04 04:52:15,suspicious,NO,NO,NO,White,White,Female,44.97577,-93.27796,1,Downtown West
57812,2017-12-04 07:32:32,traffic,NO,NO,NO,Unknown,Other,Male,45.01388908,-93.26890728,2,Marshall Terrace
57814,2017-12-04 07:44:08,traffic,NO,NO,NO,Unknown,White,Male,45.01310678,-93.28125655,4,McKinley
57815,2017-12-04 07:49:55,traffic,NO,NO,NO,Unknown,White,Female,44.90727316,-93.28828897,5,Lynnhurst
57816,2017-12-04 09:00:32,suspicious,NO,NO,NO,White,Unknown,Male,44.96503179,-93.23138837,1,Cedar Riverside
57817,2017-12-04 09:02:10,traffic,YES,NO,NO,Unknown,Black,Male,45.00926961,-93.26310961,2,Holland
57819,2017-12-04 09:58:21,traffic,YES,NO,NO,Unknown,Black,Male,45.01162325,-93.26617933,2,Bottineau
57820,2017-12-04 10:00:30,traffic,NO,NO,NO,Unknown,Latino,Female,44.92239259,-93.27278337,3,Regina
57821,2017-12-04 10:13:53,traffic,NO,NO,NO,Unknown,White,Female,45.01316644,-93.26234075,2,Holland
57823,2017-12-04 10:21:34,suspicious,NO,NO,NO,Unknown,Black,Male,44.95823095,-93.25876543,3,Midtown Phillips
57824,2017-12-04 10:43:18,traffic,YES,NO,NO,Unknown,Black,Male,44.95553,-93.26259,3,Phillips West
57825,2017-12-04 10:49:42,suspicious,NO,NO,NO,Unknown,Unknown,Unknown,44.98392008,-93.23304847,2,Marcy Holmes
57826,2017-12-04 11:00:25,suspicious,NO,NO,NO,White,White,Female,45.00363907,-93.22883412,2,Northeast Park
57827,2017-12-04 11:11:51,suspicious,NO,NO,NO,Unknown,Unknown,Unknown,44.95373676,-93.26705649,3,Phillips West
57828,2017-12-04 12:02:57,suspicious,NO,NO,NO,Black,Black,Male,44.97200038,-93.28696062,1,Loring Park
57829,2017-12-04 12:16:33,traffic,NO,NO,NO,Unknown,Native American,Female,44.94835,-93.26522,3,Phillips West
57830,2017-12-04 12:21:15,suspicious,NO,NO,NO,Black,Black,Male,44.94382395,-93.28943114,5,CARAG
57832,2017-12-04 12:22:31,suspicious,NO,NO,NO,White,White,Female,44.95195,-93.26264,3,Phillips West
57833,2017-12-04 12:35:43,traffic,YES,NO,NO,Unknown,White,Male,45.01316186,-93.25000756,2,Holland
57835,2017-12-04 12:52:21,traffic,YES,NO,NO,Black,Black,Female,45.01316196,-93.25276672,2,Holland
57836,2017-12-04 13:00:10,suspicious,NO,YES,NO,Native American,Native American,Female,44.94921965,-93.24995453,3,East Phillips
57838,2017-12-04 13:01:07,suspicious,NO,NO,NO,Unknown,White,Male,45.02226,-93.23457,2,Audubon Park
57839,2017-12-04 13:52:48,suspicious,NO,NO,NO,Unknown,Unknown,Unknown,44.92783088,-93.25365711,3,Bancroft
57840,2017-12-04 14:02:57,traffic,YES,NO,NO,White,White,Male,44.99925662,-93.26766382,2,Sheridan
57841,2017-12-04 14:04:01,suspicious,NO,NO,NO,White,Unknown,Male,44.94836,-93.28429,5,Whittier
57842,2017-12-04 14:16:41,suspicious,NO,NO,NO,Unknown,Unknown,Unknown,44.94654,-93.25884,3,Powderhorn Park
57843,2017-12-04 14:22:11,suspicious,NO,NO,NO,Unknown,Unknown,Unknown,44.93408,-93.28566,5,King Field
57845,2017-12-04 14:40:41,suspicious,NO,NO,NO,Unknown,Native American,Female,44.94836879,-93.23947859,3,East Phillips
57848,2017-12-04 15:00:54,traffic,YES,NO,NO,Unknown,Black,Male,45.01266922,-93.26312291,2,Holland
57850,2017-12-04 15:14:42,suspicious,NO,NO,NO,Unknown,Unknown,Unknown,44.94836,-93.28135,5,Whittier
57851,2017-12-04 15:47:55,traffic,NO,NO,NO,Unknown,Black,Male,44.9987097,-93.25435295,2,St. Anthony East
57852,2017-12-04 15:51:55,suspicious,NO,NO,NO,Unknown,Unknown,Unknown,44.95189435,-93.30035655,5,East Isles
57853,2017-12-04 15:55:21,traffic,YES,NO,NO,Unknown,White,Male,44.94666,-93.27665,5,Lyndale
57854,2017-12-04 15:55:22,suspicious,NO,NO,NO,Unknown,Unknown,Unknown,44.99632,-93.29717,4,Near - North
57855,2017-12-04 16:01:26,traffic,NO,NO,NO,Unknown,White,Male,44.99870309,-93.26527248,2,St. Anthony West
57856,2017-12-04 16:23:50,suspicious,NO,NO,NO,Black,Unknown,Male,44.91967,-93.27411,3,Field
57858,2017-12-04 16:32:34,traffic,NO,NO,NO,Unknown,White,Male,44.94475,-93.23583,3,Longfellow
57859,2017-12-04 17:02:04,traffic,NO,NO,NO,Unknown,Other,Male,44.91962941,-93.27859885,5,Tangletown
57861,2017-12-04 17:33:34,suspicious,NO,YES,NO,Unknown,Native American,Male,45.01768318,-93.24556486,2,Audubon Park
57862,2017-12-04 17:37:00,traffic,NO,NO,NO,Unknown,Other,Male,44.95734,-93.29543,5,Lowry Hill East
57863,2017-12-04 17:45:14,suspicious,NO,NO,NO,Unknown,Unknown,Male,44.97555,-93.26598,1,Downtown West
57864,2017-12-04 17:48:45,traffic,NO,NO,NO,Unknown,Unknown,Unknown,44.96141336,-93.29235956,5,Lowry Hill East
57866,2017-12-04 18:13:54,traffic,NO,NO,NO,Unknown,Other,Male,44.96419791,-93.27857261,5,Steven's Square - Loring Heights
57867,2017-12-04 18:35:38,suspicious,NO,NO,NO,Unknown,Unknown,Unknown,45.02137059,-93.30955561,4,Cleveland
57870,2017-12-04 19:20:02,suspicious,NO,NO,NO,Unknown,Unknown,Unknown,44.96271,-93.25966,3,Ventura Village
57872,2017-12-04 19:58:03,suspicious,NO,NO,NO,White,Unknown,Male,45.01410886,-93.23587081,2,Audubon Park
57873,2017-12-04 20:12:44,traffic,NO,NO,NO,Unknown,White,Female,44.94834,-93.27969,5,Whittier
57874,2017-12-04 20:45:12,suspicious,NO,NO,NO,Unknown,Unknown,Male,45.0204,-93.24478,2,Audubon Park
57875,2017-12-04 20:47:41,suspicious,NO,NO,NO,Black,Black,Female,45.00228445,-93.21146892,2,Mid - City Industrial
57876,2017-12-04 20:51:24,traffic,NO,NO,NO,Unknown,East African,Male,44.95374,-93.28297,5,Whittier
57879,2017-12-04 22:16:31,suspicious,NO,NO,NO,Native American,Unknown,Male,44.95464048,-93.25118066,3,East Phillips
57880,2017-12-04 22:54:01,traffic,NO,YES,YES,Native American,White,Male,45.01296,-93.28802,4,McKinley
57881,2017-12-04 23:03:08,traffic,YES,NO,NO,Unknown,White,Male,44.94661,-93.28812,5,Lyndale
57882,2017-12-04 23:20:26,suspicious,NO,NO,NO,White,Unknown,Male,44.97889798,-93.23340725,2,University of Minnesota
57883,2017-12-04 23:33:25,traffic,YES,NO,NO,Unknown,White,Male,44.94836,-93.28938,5,CARAG
57885,2017-12-05 00:49:16,suspicious,NO,NO,NO,Unknown,Unknown,Female,44.93504357,-93.27273375,3,Central
57886,2017-12-05 02:00:40,traffic,NO,NO,NO,Unknown,Black,Male,44.99152,-93.31209,4,Willard - Hay
57887,2017-12-05 02:05:28,suspicious,NO,NO,NO,Unknown,Latino,Male,44.95285114,-93.24865046,3,East Phillips
57892,2017-12-05 08:23:05,suspicious,NO,NO,NO,Unknown,Unknown,Unknown,44.96889,-93.26255,1,Elliot Park
57893,2017-12-05 08:38:27,suspicious,NO,NO,NO,Unknown,Unknown,Male,45.02408,-93.22943,2,Waite Park
57894,2017-12-05 08:40:23,suspicious,NO,NO,NO,White,White,Male,44.95558,-93.22991,3,Seward
57896,2017-12-05 09:26:35,traffic,NO,NO,NO,White,White,Female,44.95099605,-93.29571711,5,Lowry Hill East
57899,2017-12-05 10:12:16,suspicious,NO,NO,NO,Unknown,Unknown,Unknown,44.97661215,-93.2623068,1,Downtown West
57900,2017-12-05 11:43:02,suspicious,NO,YES,YES,Black,Black,Male,45.02227,-93.30831,4,Cleveland
57901,2017-12-05 11:51:01,suspicious,NO,NO,NO,Unknown,Native American,Male,44.97821,-93.26929,1,Downtown West
57903,2017-12-05 12:23:29,suspicious,NO,NO,NO,White,Black,Male,45.01317,-93.26313,2,Holland
57904,2017-12-05 13:08:02,suspicious,NO,NO,NO,White,Unknown,Male,44.9784072,-93.27881908,1,Downtown West
57905,2017-12-05 13:22:19,suspicious,NO,NO,NO,Unknown,Black,Male,44.95734,-93.25115,3,East Phillips
57906,2017-12-05 13:23:30,traffic,NO,NO,NO,White,White,Male,45.00226998,-93.24797795,2,Logan Park
57908,2017-12-05 13:33:06,traffic,YES,NO,NO,Unknown,Black,Female,44.99871229,-93.25183571,2,Logan Park
57910,2017-12-05 13:51:49,suspicious,NO,NO,YES,Unknown,Black,Male,44.97675,-93.27868,1,Downtown West
57911,2017-12-05 14:10:00,traffic,NO,NO,NO,Unknown,Native American,Male,44.93954,-93.2334,3,Corcoran
57913,2017-12-05 14:28:32,traffic,YES,NO,NO,Unknown,White,Male,44.9991114,-93.28101713,4,Near - North
57916,2017-12-05 14:39:07,traffic,NO,NO,NO,Black,Black,Male,44.99521,-93.29942,4,Near - North
57919,2017-12-05 15:28:15,suspicious,NO,NO,NO,White,Unknown,Unknown,44.91140179,-93.28826017,5,Lynnhurst
57920,2017-12-05 15:31:42,traffic,YES,NO,NO,Unknown,Latino,Female,44.95195898,-93.24312299,3,East Phillips
57921,2017-12-05 15:38:19,traffic,NO,NO,NO,Unknown,Black,Male,44.95194,-93.26645,3,Phillips West
57922,2017-12-05 15:41:16,suspicious,YES,YES,NO,Black,Black,Male,44.97543284,-93.27342211,1,Downtown West
57923,2017-12-05 16:24:12,suspicious,NO,NO,NO,Unknown,Unknown,Unknown,45.01134943,-93.28337089,4,Hawthorne
57924,2017-12-05 16:45:21,suspicious,NO,NO,NO,White,White,Male,44.98076705,-93.23647339,2,Marcy Holmes
57925,2017-12-05 16:57:51,suspicious,NO,NO,NO,Unknown,Unknown,Male,44.91338092,-93.27033826,3,Field
57927,2017-12-05 17:13:13,traffic,NO,NO,NO,Unknown,White,Male,44.95554,-93.24313,3,Longfellow
57928,2017-12-05 17:24:31,suspicious,NO,NO,NO,White,Unknown,Male,44.93955,-93.23227,3,Howe
57929,2017-12-05 17:26:18,suspicious,NO,NO,NO,Unknown,Unknown,Unknown,45.01683,-93.23458,2,Audubon Park
57931,2017-12-05 18:05:07,traffic,NO,NO,NO,Unknown,White,Female,45.01314,-93.29307,4,McKinley
57932,2017-12-05 18:13:58,suspicious,NO,NO,NO,Unknown,Black,Male,44.98606,-93.22286,2,Como
