pokedex_number,base_total,hp,attack,sp_attack,defense,sp_defense,speed,type1,type2,percentage_male,ability1,ability2,ability3,weight_kg,is_legendary,generation
781,517,70,131,86,100,90,40,ghost,grass,NA,Steelworker,NA,NA,210,Non-legendary,7
782,300,45,55,45,65,45,45,dragon,NA,50,Bulletproof,Soundproof,Overcoat,29.7,Non-legendary,7
783,420,55,75,65,90,70,65,dragon,fighting,50,Bulletproof,Soundproof,Overcoat,47,Non-legendary,7
784,600,75,110,100,125,105,85,dragon,fighting,50,Bulletproof,Soundproof,Overcoat,78.2,Non-legendary,7
785,570,70,115,95,85,75,130,electric,fairy,NA,Electric Surge,NA,Telepathy,20.5,Legendary,7
786,570,70,85,130,75,115,95,psychic,fairy,NA,Psychic Surge,NA,Telepathy,18.6,Legendary,7
787,570,70,130,85,115,95,75,grass,fairy,NA,Grassy Surge,NA,Telepathy,45.5,Legendary,7
788,570,70,75,95,115,130,85,water,fairy,NA,Misty Surge,NA,Telepathy,21.2,Legendary,7
789,200,43,29,29,31,31,37,psychic,NA,NA,Unaware,NA,NA,0.1,Legendary,7
790,400,43,29,29,131,131,37,psychic,NA,NA,Sturdy,NA,NA,999.9,Legendary,7
791,680,137,137,113,107,89,97,psychic,steel,NA,Full Metal Body,NA,NA,230,Legendary,7
792,680,137,113,137,89,107,97,psychic,ghost,NA,Shadow Shield,NA,NA,120,Legendary,7
793,570,109,53,127,47,131,103,rock,poison,NA,Beast Boost,NA,NA,55.5,Legendary,7
794,570,107,139,53,139,53,79,bug,fighting,NA,Beast Boost,NA,NA,333.6,Legendary,7
795,570,71,137,137,37,37,151,bug,fighting,NA,Beast Boost,NA,NA,25,Legendary,7
796,570,83,89,173,71,71,83,electric,NA,NA,Beast Boost,NA,NA,100,Legendary,7
797,570,97,101,107,103,101,61,steel,flying,NA,Beast Boost,NA,NA,999.9,Legendary,7
798,570,59,181,59,131,31,109,grass,steel,NA,Beast Boost,NA,NA,0.1,Legendary,7
799,570,223,101,97,53,53,43,dark,dragon,NA,Beast Boost,NA,NA,888,Legendary,7
800,600,97,107,127,101,89,79,psychic,NA,NA,Prism Armor,NA,NA,230,Legendary,7
801,600,80,95,130,115,115,65,steel,fairy,NA,Soul-Heart,NA,NA,80.5,Legendary,7
